id	name	pub_id	rule_type	status_id	status_reason_id	priority	floor_value	start_date	end_date	timezone	start_time_parting	end_time_parting	days_of_week	migrated	publisher_owned	auction_type	matched_users	latest_rule_id	created_from	deleted	publisher_editable	creation_time	modification_time	goal_cpm_enabled	minimum_bid_value	additional_info	last_edited_by	owner_id	owner_type	archived	channel_type_id	rule_description	deal_category	failed_reason	currency_id	always_on	applicability
124916	GSK_CZ_PD_Seznam_Branding_url_2019	49307	ENDL	1	NULL	5	12.89	2018-08-28 00:36:00	2021-01-31 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2881993	NULL	0	0	2018-08-28 00:36:17	2020-01-15 23:16:25	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
125354	Ceska Sporitelna_CZ - PD - Seznam - Branding - url - FL - high18	49307	ENDL	1	NULL	5	6.54	2018-09-03 09:21:08	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	3	0	2592130	NULL	0	0	2018-09-03 09:21:10	2019-02-06 00:16:51	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
130731	CZ - PD - Seznam - Branding - url - high18_Xaxis	49307	ENDL	1	NULL	5	4.35	2018-11-14 02:15:24	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	1	0	2592135	NULL	0	0	2018-11-14 02:15:29	2019-02-06 00:17:50	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131328	PM_Seznam_Auto-moto_AO_22112018	49307	ENDL	1	NULL	13	1.92	2018-11-22 01:56:05	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	2	0	2886470	NULL	0	0	2018-11-22 01:56:07	2020-02-12 23:58:26	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131329	PM_Seznam_Bydleni&Zahrada_AO_22112018	49307	ENDL	1	NULL	13	1.81	2018-11-22 02:12:07	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	2	0	2886468	NULL	0	0	2018-11-22 02:12:09	2020-02-12 23:57:51	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131330	PM_Seznam_Zeny&Krasa&Zdravi_AO_22112018	49307	ENDL	1	NULL	13	1.78	2018-11-22 02:18:58	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	2	0	2886467	NULL	0	0	2018-11-22 02:56:25	2020-02-12 23:57:27	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131334	PM_Seznam_Veda&Technika_AO_22112018	49307	ENDL	1	NULL	13	1.62	2018-11-22 04:13:44	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	2	0	2886466	NULL	0	0	2018-11-22 04:13:46	2020-02-12 23:57:04	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131336	PM_Seznam_Zpravy&Business_AO_22112018	49307	ENDL	1	NULL	13	1.46	2018-11-22 04:20:20	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	2	0	2886465	NULL	0	0	2018-11-22 04:20:22	2020-02-12 23:56:42	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131337	PM_Seznam_AktivniZivotniStyl_AO_22112018	49307	ENDL	1	NULL	13	1.44	2018-11-22 04:31:29	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	2	0	2886464	NULL	0	0	2018-11-22 04:31:31	2020-02-12 23:56:19	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131338	PM_Seznam_Lifestyle_AO_22112018	49307	ENDL	1	NULL	13	1.4	2018-11-22 04:38:16	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	2	0	2886462	NULL	0	0	2018-11-22 04:38:18	2020-02-12 23:55:48	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131340	PM_Seznam_Zabava_AO_22112018	49307	ENDL	1	NULL	13	1.17	2018-11-22 04:45:17	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	2	0	2886460	NULL	0	0	2018-11-22 04:45:20	2020-02-12 23:53:30	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
131348	PM_Seznam_Muzi_AO_22112018	49307	ENDL	1	NULL	13	0.89	2018-11-22 04:58:06	2032-12-31 23:59:59	1	00:00:00	23:59:59	127	0	1	2	0	2886459	NULL	0	0	2018-11-22 04:58:08	2020-02-12 23:52:39	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
132733	Neo@Ogilvy_DBM_Branding_2019	49307	ENDL	1	NULL	5	10.8	2018-12-19 01:44:00	2021-01-31 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2881299	NULL	0	0	2018-12-19 01:44:20	2020-01-10 04:11:17	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
133697	VF_CZ_ PD_Seznam_Branding_url_2019	49307	ENDL	1	NULL	5	5.53	2019-01-17 06:42:00	2020-04-30 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2883808	NULL	0	0	2019-01-17 06:42:09	2020-01-31 07:21:00	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
134034	CZ - PD - Seznam - Branding - url - 19 - APN_fix	49307	ENDL	1	NULL	5	3.96	2019-01-24 02:25:00	2020-02-29 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2883023	NULL	0	0	2019-01-24 02:25:54	2020-01-24 03:58:07	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
136295	Criteo_Criteo_480x480_2019_Ask	49307	ENDL	1	NULL	5	2.99	2019-02-22 00:00:00	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2880787	NULL	0	0	2019-02-22 04:37:28	2020-01-08 05:00:22	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
140945	RTBHouse_RTBHouse_A_Seznam_ASK_2019	49307	ENDL	1	NULL	5	3.03	2019-04-08 00:00:00	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2632014	NULL	0	0	2019-04-08 08:16:24	2019-06-05 08:12:16	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
140949	RTBHouse_RTBHouse_B_Seznam_ASK_2019	49307	ENDL	1	NULL	5	2.06	2019-04-08 00:00:00	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2632015	NULL	0	0	2019-04-08 08:19:35	2019-06-05 08:13:22	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
140950	RTBHouse_RTBHouse_C_Seznam_ASK_2019	49307	ENDL	1	NULL	5	1.51	2019-04-08 00:00:00	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2632016	NULL	0	0	2019-04-08 08:21:00	2019-06-05 08:14:33	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
140956	RTBHouse_RTBHouse_EP_Seznam_ASK_2019	49307	ENDL	1	NULL	5	1.51	2019-04-08 00:00:00	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2882205	NULL	0	0	2019-04-08 08:28:15	2020-01-17 07:02:31	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
142526	CZ - PD - Seznam - Branding - url - 19 - APN_ASK	49307	ENDL	1	NULL	5	3.96	2019-04-29 00:00:00	2020-02-29 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2883024	NULL	0	0	2019-04-29 06:25:14	2020-01-24 03:58:31	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
144090	Vodafone_Adform_480x480_2019	49307	ENDL	1	NULL	5	1.75	2019-05-14 03:03:00	2020-04-30 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2887284	NULL	0	0	2019-05-14 03:04:02	2020-02-17 00:33:26	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
154849	Magnas_Media_Chytra_Antena_Adform_Branding_2019_DATA1	49307	ENDL	1	NULL	5	11.34	2019-07-22 05:07:11	2020-01-31 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2792212	NULL	0	0	2019-07-22 05:09:10	2019-07-22 05:11:24	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
154850	Magnas_Media_Chytra_Antena_Adform_Branding_2019_DATA1	49307	ENDL	1	NULL	5	11.34	2019-07-22 05:08:25	2020-01-31 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2792222	NULL	0	0	2019-07-22 05:10:53	2019-07-22 05:13:27	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
160071	Criteo_Criteo_A_2019_Ask	49307	ENDL	1	NULL	5	3.38	2019-09-10 03:25:00	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2844501	NULL	0	0	2019-09-10 03:25:39	2019-09-10 03:33:18	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
160072	Criteo_Criteo_B_2019_Ask	49307	ENDL	1	NULL	5	2.3	2019-09-10 03:32:27	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2844500	NULL	0	0	2019-09-10 03:32:30	2019-09-10 03:32:34	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
160073	Criteo_Criteo_C_2019_Ask	49307	ENDL	1	NULL	5	1.69	2019-09-10 03:34:36	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2844502	NULL	0	0	2019-09-10 03:34:39	2019-09-10 03:34:46	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
160074	Criteo_Criteo_EP_2019_Ask	49307	ENDL	1	NULL	5	1.69	2019-09-10 03:36:00	2032-12-31 23:59:00	1	00:00:00	23:59:59	127	0	1	1	0	2882207	NULL	0	0	2019-09-10 03:37:43	2020-01-17 07:10:15	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
162090	CZ - PD - Seznam - 480x480 - banner  visibilni480x480 - url	49307	ENDL	1	NULL	5	1.71	2019-09-25 08:44:00	2020-02-29 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2883022	NULL	0	0	2019-09-25 08:44:26	2020-01-24 03:56:17	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
164235	Seznam_MobilPohotovost_Adform_Branding_2019_DATA_sleva65	49307	ENDL	1	NULL	5	6.08	2019-10-08 23:07:00	2020-02-29 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2883786	NULL	0	0	2019-10-08 23:06:32	2020-01-31 04:25:24	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
164236	Seznam_MobilPohotovost_Adform_480x480_2019_DATA_sleva65	49307	ENDL	1	NULL	5	1.65	2019-10-08 23:08:00	2020-02-29 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2883788	NULL	0	0	2019-10-08 23:07:53	2020-01-31 04:26:02	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
168743	Seznam_EkonomickeStavby_Adform_Branding_2020_DATA_sleva55	49307	ENDL	1	NULL	5	9.9	2020-01-06 04:09:24	2021-01-31 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2881087	NULL	0	0	2020-01-06 04:07:16	2020-01-08 09:00:57	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
168744	BetterMarketing_Mapei_Adform_Branding_2020_DATA1	49307	ENDL	1	NULL	5	13.31	2020-01-06 04:17:26	2021-01-31 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2881088	NULL	0	0	2020-01-06 04:15:18	2020-01-08 09:01:00	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
168749	RedMedia_Cofidis_Adform_Branding_2020	49307	ENDL	1	NULL	5	5.19	2020-01-06 04:46:56	2021-01-31 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2881089	NULL	0	0	2020-01-06 04:44:47	2020-01-08 09:01:02	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
168750	Seznam_Canaba_Adform_Branding_2020_DATA	49307	ENDL	1	NULL	5	13.2	2020-01-06 05:06:32	2021-01-31 23:59:00	1	00:00:00	23:59:59	127	0	1	3	0	2881090	NULL	0	0	2020-01-06 05:04:23	2020-01-08 09:01:05	0	0		1	49307	1	0	1	NULL	1	NULL	1	0	0
